lat,lng,MAF,Speed,GPH,LPH,KPL,CO2 Emissions,Anomaly
0.47875881877724885,2.143418994519037,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4744860353611422,2.079247684946868,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4801838611898231,2.0147387939386223,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4809971666452441,1.9777849876305384,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5045865405865423,1.5437420910034745,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5183271839096608,1.3951997672914835,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5381512114125294,1.252876732338549,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5460627750013892,1.1628707050004259,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5588600308726517,0.7381786518473343,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5357476242513377,0.5656574967710251,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.524609792767728,0.5239702469167733,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.5121922356968256,0.4325587122546877,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4988816832988422,0.3923508156620986,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.49573510527491965,0.3835550339729768,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4791572681363812,0.27090102516231734,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
0.4578496027280014,0.13178663683761238,-0.15166349511364718,-0.05281325927766475,-0.10663086294156372,-0.1066308629415624,-0.0596351389511092,-0.0396180024588812,0.0
