timeStamp (N),DateTime (S),altitude (N),latitude (N),longitude (N),readings (M),vehicleId (S)
1.56628E+12,8/20/2019 11:38,322,34.00035608,71.48182038,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""43C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""100.0%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1960RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:05:17"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""4.98g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""3.1%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""28km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.0%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""51.4%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:38,324,33.99916835,71.48183187,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""43C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""100.0%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1339RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:05:31"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-21.1%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""15.90g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""-2.3%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""37km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""53.7%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""48.2%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:39,326,33.99817577,71.48203262,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""53.7%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1031RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:06:13"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""4.79g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""5.5%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""9km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.0%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""54.9%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:39,325,33.99806674,71.48230662,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""46C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""96.5%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1762RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:06:20"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""5.53g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""3.9%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""14km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.4%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""54.1%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:39,321,33.99801095,71.48153172,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""41.2%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1140RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:06:34"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-22.7%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""13.01g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""3.1%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""28km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""55.7%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""54.1%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:40,328,33.99816455,71.47905966,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.70:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""34.1%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1620RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:06:53"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""5.03g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.0%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""36km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.0%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""55.7%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:40,326,33.99819433,71.47861396,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""42.0%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1163RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:07:00"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""4.82g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""8.6%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""21km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.0%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""52.2%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:40,331,33.99823119,71.47707544,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""38.4%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1771RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:07:20"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-21.1%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""4.98g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.0%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""THROTTLE_POS"" : { ""S"" : ""29.8%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""52.2%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:40,327,33.99822873,71.47627755,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.70:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""100.0%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1480RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:07:26"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""14.04g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.0%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""36km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""19.2%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""51.4%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:40,326,33.99821841,71.47547116,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""87C"" },    ""ENGINE_LOAD"" : { ""S"" : ""90.2%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1460RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:07:33"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""12.90g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.8%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""35km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""24.7%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""51.4%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:41,328,33.99822193,71.47480065,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.71:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""45C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""43.9%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1276RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:07:40"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-23.4%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""4.82g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""3.9%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""34km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""18.0%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""52.5%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
1.56628E+12,8/20/2019 11:42,338,33.99775423,71.46951453,"{    ""AIR_FUEL_RATIO"" : { ""S"" : ""14.70:1 AFR"" },    ""AIR_INTAKE_TEMP"" : { ""S"" : ""50C"" },    ""AMBIENT_AIR_TEMP"" : { ""S"" : ""NODATA"" },    ""BAROMETRIC_PRESSURE"" : { ""S"" : ""103kPa"" },    ""CONTROL_MODULE_VOLTAGE"" : { ""S"" : ""13.0V"" },    ""DISTANCE_TRAVELED_MIL_ON"" : { ""S"" : ""16km"" },    ""DTC_NUMBER"" : { ""S"" : ""MIL is OFF1 codes"" },    ""ENGINE_COOLANT_TEMP"" : { ""S"" : ""86C"" },    ""ENGINE_LOAD"" : { ""S"" : ""100.0%"" },    ""ENGINE_OIL_TEMP"" : { ""S"" : ""NODATA"" },    ""ENGINE_RPM"" : { ""S"" : ""1522RPM"" },    ""ENGINE_RUNTIME"" : { ""S"" : ""00:09:11"" },    ""EQUIV_RATIO"" : { ""S"" : ""1.0%"" },    ""FUEL_CONSUMPTION_RATE"" : { ""S"" : ""NODATA"" },    ""FUEL_LEVEL"" : { ""S"" : ""NODATA"" },    ""FUEL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_RAIL_PRESSURE"" : { ""S"" : ""NODATA"" },    ""FUEL_TYPE"" : { ""S"" : ""NODATA"" },    ""INTAKE_MANIFOLD_PRESSURE"" : { ""S"" : ""NODATA"" },    ""Long Term Fuel Trim Bank 1"" : { ""S"" : ""-33.6%"" },    ""Long Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""MAF"" : { ""S"" : ""18.18g/s"" },    ""Short Term Fuel Trim Bank 1"" : { ""S"" : ""0.8%"" },    ""Short Term Fuel Trim Bank 2"" : { ""S"" : ""NODATA"" },    ""SPEED"" : { ""S"" : ""28km/h"" },    ""THROTTLE_POS"" : { ""S"" : ""47.1%"" },    ""TIMING_ADVANCE"" : { ""S"" : ""48.6%"" },    ""TROUBLE_CODES"" : { ""S"" : ""P2122\n"" },    ""VIN"" : { ""S"" : ""NODATA"" },    ""WIDEBAND_AIR_FUEL_RATIO"" : { ""S"" : ""NODATA"" }  }",Sohail
